,requests,requests_duration_mean,num_pods,pod_cpu_limit,node_cores,node_mem,pod_mem_limit,pod_util_cpu_avg,pod_util_mem_avg,total_cpu_util,total_mem_util
1234,4531.0,6.2550499984550925,1,0.5,2.0,3.8617095947265625,0.48828125,0.218,0.07806777954101562,0.218,0.07806777954101562
1235,4531.0,1403.8449947868066,2,0.1,1.0,1.9559326171875,0.09765625,0.07700000000000001,0.08547019958496094,0.15400000000000003,0.17094039916992188
1236,4531.0,5.165367757227986,2,0.5,4.0,15.674213409423828,0.48828125,0.1155,0.07393264770507812,0.231,0.14786529541015625
1237,4532.0,1963.2792857162415,2,0.1,4.0,15.674213409423828,0.09765625,0.08850000000000001,0.08511543273925781,0.17700000000000002,0.17023086547851562
1238,4533.0,5.254679011912647,3,1.0,4.0,15.674213409423828,1.953125,0.08666666666666667,0.07435226440429688,0.26,0.22305679321289062
1239,4534.0,6.831199346934278,3,1.0,4.0,15.674213409423828,1.953125,0.066,0.05655288696289063,0.198,0.1696586608886719
1240,4534.0,1174.297014672914,1,0.2,1.0,0.4793853759765625,0.1953125,0.2,0.08639907836914062,0.2,0.08639907836914062
1241,4535.0,4.2533459589856735,1,0.5,4.0,15.674213409423828,0.48828125,0.177,0.077117919921875,0.177,0.077117919921875
1242,4538.0,6.407425012340232,2,1.0,2.0,3.8617095947265625,0.48828125,0.1015,0.049533843994140625,0.203,0.09906768798828125
1243,4541.0,1386.1322799434054,1,0.2,2.0,3.8617095947265625,0.1953125,0.15900000000000003,0.08979034423828125,0.15900000000000003,0.08979034423828125
1244,4550.0,1711.1541881428484,2,0.1,1.0,1.9559326171875,0.09765625,0.09050000000000001,0.08134841918945312,0.18100000000000002,0.16269683837890625
1245,4550.0,37.96990236307706,2,0.1,4.0,15.674213409423828,0.09765625,0.07800000000000001,0.07220649719238281,0.15600000000000003,0.14441299438476562
1246,4563.0,5.720492796186729,2,1.0,4.0,15.674213409423828,1.953125,0.0965,0.05164527893066406,0.193,0.10329055786132812
1247,4571.0,6.476972256399013,1,1.0,2.0,7.799198150634766,0.48828125,0.196,0.07594680786132812,0.196,0.07594680786132812
1248,4572.0,6.315222114391975,2,1.0,4.0,15.674213409423828,0.48828125,0.1,0.056634902954101556,0.2,0.11326980590820311
1249,4577.0,162.13377982565004,1,0.2,4.0,15.674213409423828,0.1953125,0.149,0.07863616943359375,0.149,0.07863616943359375
1250,4589.0,4.855089387230334,2,1.0,4.0,15.674213409423828,0.9765625,0.097,0.05676841735839844,0.194,0.11353683471679688
1251,4591.0,1856.1984199435863,2,0.1,4.0,15.674213409423828,0.09765625,0.07600000000000001,0.08392333984375,0.15200000000000002,0.1678466796875
1252,4596.0,1049.215760689514,2,0.1,4.0,15.674213409423828,0.09765625,0.071,0.0709228515625,0.142,0.141845703125
1253,4600.0,5.863155914130457,1,1.0,4.0,15.674213409423828,0.48828125,0.199,0.07590103149414062,0.199,0.07590103149414062
1254,4607.0,40.15285789819837,2,0.2,1.0,0.4793853759765625,0.1953125,0.096,0.062084197998046875,0.192,0.12416839599609375
1255,4607.0,12.395744284784032,3,0.2,4.0,15.674213409423828,0.1953125,0.06666666666666667,0.06783803304036459,0.2,0.20351409912109378
1256,4608.0,6.29710641037324,2,0.2,2.0,7.799198150634766,0.1953125,0.10200000000000001,0.07135200500488281,0.20400000000000001,0.14270401000976562
1257,4609.0,6.258216377305282,1,0.5,2.0,3.8617095947265625,0.48828125,0.204,0.07707595825195312,0.204,0.07707595825195312
1258,4612.0,1079.2391715722001,1,0.2,2.0,3.8617095947265625,0.1953125,0.146,0.08577728271484375,0.146,0.08577728271484375
1259,4613.0,2302.61283642381,1,0.2,4.0,15.674213409423828,0.1953125,0.17900000000000002,0.09647750854492188,0.17900000000000002,0.09647750854492188
1260,4628.0,14.151522175885908,2,0.2,1.0,0.4793853759765625,0.1953125,0.10049999999999999,0.06430625915527344,0.20099999999999998,0.12861251831054688
1261,4630.0,10.128148507343424,3,1.0,2.0,7.799198150634766,0.48828125,0.06766666666666667,0.05538050333658854,0.203,0.16614151000976562
1262,4640.0,4.7937928034482615,1,1.0,4.0,15.674213409423828,0.9765625,0.19,0.0767822265625,0.19,0.0767822265625
1263,4643.0,9.35968170514753,2,0.5,2.0,3.8617095947265625,0.48828125,0.097,0.07345008850097656,0.194,0.14690017700195312
1264,4647.0,2081.6454346748374,1,0.2,4.0,15.674213409423828,0.1953125,0.17400000000000002,0.09518051147460938,0.17400000000000002,0.09518051147460938
1265,4653.0,5.184402615087025,3,1.0,4.0,15.674213409423828,1.953125,0.074,0.058199564615885414,0.22199999999999998,0.17459869384765625
1266,4654.0,4.761571463257422,2,0.5,4.0,15.674213409423828,0.48828125,0.10400000000000001,0.0691070556640625,0.20800000000000002,0.138214111328125
1267,4659.0,2222.8194447613255,2,0.1,2.0,3.8617095947265625,0.09765625,0.092,0.08243942260742188,0.184,0.16487884521484375
1268,4666.0,1720.6589098184677,2,0.1,4.0,15.674213409423828,0.09765625,0.0835,0.08146858215332031,0.167,0.16293716430664062
1269,4668.0,6.460338286632385,1,1.0,4.0,15.674213409423828,0.9765625,0.217,0.0760498046875,0.217,0.0760498046875
1270,4670.0,18.354608582012844,3,0.1,4.0,15.674213409423828,0.09765625,0.06266666666666666,0.05579630533854167,0.188,0.167388916015625
1271,4679.0,1085.3447800594133,1,0.2,4.0,15.674213409423828,0.1953125,0.198,0.08200454711914062,0.198,0.08200454711914062
